   line           element
   5028.207       Fe II      E1        e6F-4[2]o       7/2-5/2      83136.49 -   103024.29
   5028.30        Ar I       E1   3/2[1/2]-3/2[1/2]o     0-1       107054.27 -   126941.70
   5028.390       Ni II      E1        4Go-4G          7/2-5/2     111783.79 -   131670.87
   5028.507       O II       E1         2P-2Po         3/2-1/2     212593.82 -   232480.44
   5028.5248      Fe I       E1       y5Do-g5F           3-4        33507.12 -    53393.67
   5028.598       Ne I       E1   1/2[1/2]-1/2[1/2]o     0-1       152970.73 -   172856.99
   5028.605       S II       E1         2P-2So         3/2-1/2     105599.06 -   125485.29
   5028.6277      Fe I       E1        b3D-w3Fo          2-3        29356.74 -    49242.88
   5028.632       Fe II      E1         6D-2[3]o       5/2-5/2      83812.32 -   103698.44
   5028.684       Ni III     E1         5D-5Do           3-4       184518.20 -   204404.12
   5028.6947      Fe I       E1        b3D-v3Do          2-2        29356.74 -    49242.62
   5029.308       Ni II      E1         4F-3[3]o       9/2-7/2     115739.15 -   135622.60
   5029.4062      Fe I       E1        d3F-u3Fo          3-2        36975.59 -    56858.65
   5029.5284      Fe I       E1        a1H-y1Go          5-4        28819.95 -    48702.53
   5029.931       Si II      E1         2P-2Po         3/2-3/2      84004.26 -   103885.25
   5029.95        O VIII     E1         13-18            *-*      6986836.60 -  7006717.44
   5030.1401      Ar II      E1      2[2]o-2F          5/2-5/2     195031.20 -   214911.37
   5030.184       N II       E1         3P-3So           1-1       203188.83 -   223068.82
   5030.381       Ni II      E1         4H-3[6]o       9/2-11/2    100332.09 -   120211.30
   5030.445       Fe II      E1         6D-1[2]o       3/2-3/2      83990.06 -   103869.02
   5030.500       Fe II      E1        e6F-3[1]o       1/2-1/2      83558.54 -   103437.28
   5030.58        Ar I       E1   3/2[1/2]-3/2[3/2]o     0-1       107054.27 -   126932.70
   5030.59        S IV       E1        2Do-2D          5/2-3/2     281231.40 -   301109.80
   5030.824       Ne II      E1         4F-1[3]o       9/2-7/2     302192.92 -   322070.38
   5030.874       Ca III     E1   3/2[7/2]-3/2[5/2]o     3-3       370515.36 -   390392.62
   5031.0205      Fe I       E1        a1P-1Do           1-2        27543.00 -    47419.68
   5031.40        S IV       E1        4Do-4D          3/2-3/2     336297.00 -   356172.20
   5031.56        Fe III     E1         5H-5Ho           6-*       199906.03 -   219780.60
   5031.7731      Fe I       E1       x5Do-5/2[5/2]      3-2        39969.85 -    59843.56
   5031.84        Ar I       E1   3/2[1/2]-3/2[1/2]o     0-1       107054.27 -   126927.70
   5032.033       Fe II      E1        e6F-4[5]o       9/2-9/2      82978.68 -   102851.36
   5032.05        O III      E1     D[3/2]-3Fo           2-2       381647.19 -   401519.80
   5032.1810      Fe I       E1        b3H-z3Io          6-7        26105.91 -    45978.00
   5032.1911      Ar II      E1         2P-2Po         1/2-1/2     183914.64 -   203786.70
   5032.4409      Fe I       E1        b3D-w3Fo          3-3        29371.81 -    49242.88
