   line      element
   527.6044  V I     
   527.6050  Sc I    
   527.6100  Cr I    
   527.6162  Fe I    
   527.6175  Co I    
   527.6186  Nb I    
   527.6246  Ce I    
   527.6262  Mo I    
   527.6278  Cr I    
   527.6323  C I     
   527.6392  Ti I    
   527.6420  La I    
   527.6852  Ti I    
   527.6869  Nd II   
   527.7021  Ti I    
   527.7039  Yb I    
   527.7041  Mn II   
   527.7181  Mn II   
   527.7231  Ti I    
   527.7301  Fe I    
   527.7306  Fe I    
   527.7339  Mo I    
   527.7365  Zr I    
   527.7434  V II    
   527.7500  Th II   
   527.7523  Ce I    
   527.7587  Fe I    
   527.7618  Mn I    
   527.7632  V I     
   527.7715  Er I    
   527.7904  Ca I    
   527.7916  Cr I    
   527.8103  V I     
   527.8128  S I     
   527.8148  V I     
   527.8169  U II    
   527.8175  Sc II   
   527.8189  Ti I    
   527.8207  Fe II   
   527.8240  Sc I    
   527.8242  Re I    
   527.8245  Cr I    
   527.8248  Cr I    
   527.8284  Sc I    
   527.8316  Ca I    
   527.8426  W II    
   527.8430  Ce I    
   527.8493  Fe II   
   527.8574  Fe I    
   527.8669  V I     
   527.8672  Co I    
   527.8700  S I     
   527.8773  Ti I    
   527.8832  Ti I    
   527.8938  Fe II   
   527.8993  S I     
   527.9045  Co I    
   527.9069  Ti I    
   527.9073  Ti I    
   527.9092  V I     
   527.9134  La II   
   527.9228  Ti I    
   527.9313  V I     
   527.9344  Mo I    
   527.9344  Er II   
   527.9377  Cr I    
   527.9416  Nb I    
   527.9494  C I     
   527.9535  Ni I    
   527.9544  Yb II   
   527.9640  Mo I    
   527.9654  Fe I    
   527.9697  Dy II   
   527.9762  V I     
   527.9822  Fe II   
   527.9827  Mo I    
   527.9876  Cr II   
   527.9987  V II    
   528.0046  Fe II   
   528.0054  Cr II   
   528.0074  Zr I    
   528.0085  Th II   
   528.0116  Rh I    
   528.0141  Ca I    
   528.0211  V I     
   528.0230  C I     
   528.0248  Fe II   
   528.0279  Fe I    
   528.0303  Cr I    
   528.0362  Fe I    
   528.0379  U I     
   528.0417  V I     
   528.0439  Cr I    
   528.0609  V I     
   528.0619  Ca I    
   528.0629  Co I    
   528.0632  V II    
   528.0824  Ru I    
   528.0838  Cr II   
   528.0855  Mo I    
   528.0891  Cr I    
   528.0911  Fe I    
   528.0947  V I     
   528.1056  Ta I    
   528.1061  Cr II   
   528.1168  Fe I    
   528.1350  Ce I    
   528.1462  Ti I    
   528.1474  Ti I    
   528.1510  Fe II   
   528.1524  Mn I    
   528.1527  Cr I    
   528.1608  C I     
   528.1653  Ni I    
   528.1699  Fe I    
   528.1790  Fe I    
   528.1854  Ti I    
   528.1884  V I     
   528.1929  Co II   
   528.1935  V I     
   528.2038  Cr I    
   528.2071  Dy I    
   528.2083  V II    
   528.2116  Cr I    
   528.2228  C I     
   528.2380  Ti I    
   528.2398  C I     
   528.2482  Gd I    
   528.2490  V I     
   528.2510  Sc I    
   528.2589  Fe I    
   528.2627  V II    
   528.2817  Cr I    
   528.2833  Eu I    
   528.2903  Sm I    
   528.2987  Co I    
   528.3012  V I     
   528.3030  Ca I    
   528.3077  Gd I    
   528.3121  Cr I    
   528.3154  Cr I    
   528.3357  Ti I    
   528.3403  Mn I    
   528.3441  Ti I    
   528.3441  Ti I    
   528.3484  Co I    
   528.3512  Cr I    
   528.3621  Fe I    
   528.3752  Cr I    
   528.3826  Mo I    
   528.3914  Ni I    
   528.3917  Cr II   
   528.3917  Os I    
   528.3918  Ti I    
   528.4093  Ru I    
   528.4109  Fe II   
   528.4132  Co I    
   528.4185  V I     
   528.4196  Mn I    
   528.4221  V I     
   528.4273  Fe I    
   528.4333  Nd I    
   528.4347  Mn II   
   528.4382  Ti I    
   528.4426  Fe I    
   528.4576  Mn II   
   528.4609  Fe I    
   528.4729  Ca I    
   528.4831  Ti I    
   528.4844  Ti I    
   528.4847  C I     
   528.4981  Sc I    
   528.4989  Dy II   
   528.5098  Cr I    
   528.5118  Fe I    
   528.5120  Ti I    
   528.5263  C I     
   528.5266  Ca II   
   528.5300  Cr I    
   528.5305  Cr I    
   528.5400  Cr I    
   528.5417  V I     
   528.5523  C I     
   528.5638  V I     
   528.5649  Cr I    
   528.5657  Pr II   
   528.5685  Mn II   
   528.5758  Fe II   
   528.5763  Sc I    
   528.5956  Mn II   
   528.6099  Hf I    
   528.6185  Mn II   
   528.6429  V II    
   528.6518  Co I    
   528.6613  Ca I    
   528.6717  Ti I    
   528.6781  Cr II   
   528.6809  Ce I    
   528.6946  Ca I    
   528.6965  V II    
   528.7133  Nd II   
   528.7200  Cr I    
   528.7237  Eu I    
   528.7385  Co I    
   528.7426  Ca I    
   528.7553  Co I    
   528.7625  Cr I    
   528.7695  Sc II   
   528.7782  Co I    
   528.7885  Co I    
   528.7950  Mn II   
   528.8120  Cr I    
   528.8187  Ni I    
   528.8221  Mn II   
   528.8241  Fe I    
   528.8297  V II    
   528.8316  C I     
   528.8369  Fe I    
   528.8380  U II    
   528.8416  Ca I    
   528.8466  Fe I    
   528.8470  V I     
   528.8509  Cr I    
   528.8528  Fe I    
   528.8749  Ca I    
   528.8764  V I     
   528.8862  Mn I    
   528.9047  Co I    
   528.9254  Eu I    
   528.9271  Ti I    
   528.9290  Cr I    
   528.9343  Pr I    
   528.9380  Mn I    
   528.9382  Co II   
   528.9407  Mn I    
   528.9491  Cr I    
   528.9615  V I     
   528.9645  V I     
   528.9776  Ca I    
   528.9815  Y II    
   528.9833  V I     
   528.9875  V II    
   528.9998  V I     
   529.0018  Cr II   
   529.0183  V I     
   529.0183  V I     
   529.0286  V I     
   529.0323  Co I    
   529.0474  Co I    
   529.0475  Ti I    
   529.0527  Ti II   
   529.0614  C I     
   529.0670  Mn II   
   529.0728  Ti I    
   529.0795  Fe I    
   529.0818  La II   
   529.0830  V I     
   529.0838  V II    
   529.0860  V II    
   529.0924  Ce I    
   529.0941  Ti I    
   529.0953  Mn II   
   529.0995  C I     
   529.1118  Fe I    
   529.1143  Tm I    
   529.1168  Ru I    
   529.1188  C I     
   529.1236  Eu I    
   529.1290  Ce I    
   529.1291  Ce I    
   529.1325  V I     
   529.1337  Fe I    
   529.1415  Co I    
   529.1468  Cr I    
   529.1558  C I     
   529.1617  Sc II   
   529.1656  Nd I    
   529.1659  Sc II   
   529.1701  V I     
   529.1703  V II    
   529.1878  Ca I    
   529.1945  Ni I    
   529.2020  Pr II   
   529.2042  V II    
   529.2073  Mo I    
   529.2135  Rh I    
   529.2205  Co I    
   529.2450  Ce I    
   529.2457  Ti I    
   529.2459  Fe II   
   529.2510  Cu I    
   529.2619  Pr II   
   529.2771  V I     
   529.2866  Cr I    
   529.2872  Mn I    
   529.3030  Fe I    
   529.3163  Nd II   
   529.3191  Fe II   
   529.3234  Mo I    
   529.3306  Fe II   
   529.3322  Ti I    
   529.3396  Cr I    
   529.3415  V I     
   529.3447  Mo I    
   529.3537  P I     
   529.3609  Fe I    
   529.3673  Eu I    
   529.3724  Mn II   
   529.3811  V I     
   529.3834  Fe II   
   529.3878  V I     
   529.3963  Fe I    
   529.3979  V I     
   529.3987  Sc I    
   529.4032  Cr II   
   529.4053  Ce I    
   529.4226  Fe II   
   529.4315  Mn II   
   529.4413  Co I    
   529.4470  Tm I    
   529.4478  Mn I    
   529.4547  Fe I    
   529.4556  Ti I    
   529.4615  Eu I    
   529.4652  Sm I    
   529.4691  V I     
   529.4784  Ti I    
   529.4797  Ti I    
   529.4823  Zr I    
   529.4865  C I     
   529.4868  Hf I    
   529.4954  Ce I    
   529.5011  Ta I    
   529.5250  Ca I    
   529.5299  Fe I    
   529.5311  V II    
   529.5314  Sc II   
   529.5384  Mn II   
   529.5412  Mn II   
   529.5426  C I     
   529.5455  Mo I    
   529.5502  Fe I    
   529.5639  Pd I    
   529.5673  Os I    
   529.5730  Ca I    
   529.5780  Ti I    
   529.5949  Ca I    
   529.6109  Fe I    
   529.6113  Mn I    
   529.6349  Nb I    
   529.6438  Fe I    
   529.6453  Cr I    
   529.6564  Ce I    
   529.6573  Cr I    
   529.6658  Ti I    
   529.6660  Cr II   
   529.6691  Cr I    
   529.6715  Ti I    
   529.6747  Fe I    
   529.6806  Zr I    
   529.6845  Cr I    
   529.6861  Fe II   
   529.6896  Cr I    
   529.6913  Mo I    
   529.6932  C I     
   529.6949  Co I    
   529.6984  Mo I    
   529.7000  Mn II   
   529.7028  Mn II   
   529.7056  Mn II   
   529.7092  Ti II   
   529.7155  Fe I    
   529.7236  Ti I    
   529.7247  V I     
   529.7367  Mn I    
   529.7376  Cr I    
   529.7398  Sc I    
   529.7564  Mn I    
   529.7590  Fe I    
   529.7676  Fe II   
   529.7743  Th I    
   529.7802  Mo I    
   529.7904  Mn I    
   529.7968  Cr I    
   529.8042  Mo I    
   529.8042  Fe II   
   529.8044  Hf II   
   529.8060  Ti I    
   529.8103  Pr II   
   529.8173  Sc II   
   529.8190  C I     
   529.8257  Sc II   
   529.8266  Ce I    
   529.8277  Cr I    
   529.8429  Ti I    
   529.8457  Cr I    
   529.8519  Fe I    
   529.8538  Ni I    
   529.8585  Gd I    
   529.8615  Ti I    
   529.8642  Co II   
   529.8672  Fe I    
   529.8674  Fe I    
   529.8776  Fe I    
   529.8797  Os I    
   529.8847  Mn I    
   529.8881  Nd I    
   529.8999  Cr I    
   529.9044  Mn I    
   529.9051  Ti I    
   529.9055  Ti I    
   529.9061  Cr I    
   529.9158  Ce I    
   529.9198  Sm I    
   529.9302  Mn II   
   529.9302  Cr I    
   529.9330  Mn II   
   529.9386  Mn II   
   529.9690  Sc II   
   529.9760  V I     
   529.9917  V I     
   529.9973  C I     
   529.9993  Cr I    
   530.0016  Ti I    
   530.0125  C I     
   530.0200  Tm I    
   530.0412  Fe I    
   530.0550  C I     
   530.0592  V I     
   530.0744  Cr I    
   530.0789  Cr I    
   530.0870  C I     
   530.0871  Fe I    
   530.0922  Fe II   
   530.0943  Yb II   
   530.0957  Mn I    
   530.1013  Pt I    
   530.1039  Co I    
   530.1073  V I     
   530.1101  Co I    
   530.1261  Ho I    
   530.1320  Ti I    
   530.1327  Fe I    
   530.1405  Th II   
   530.1446  Co I    
   530.1483  V I     
   530.1511  Mn II   
   530.1545  Cr II   
   530.1584  Dy I    
   530.1660  V I     
   530.1673  Gd I    
   530.1817  Ca I    
   530.1950  Sc I    
   530.1967  Zr I    
   530.1969  La II   
   530.2138  V I     
   530.2147  C I     
   530.2150  Fe II   
   530.2179  Fe I    
   530.2276  Nd II   
   530.2299  Fe I    
   530.2303  Er II   
   530.2310  Co I    
   530.2346  Mn II   
   530.2361  C I     
   530.2380  V I     
   530.2402  Mn II   
   530.2428  Cr I    
   530.2431  Mn II   
   530.2527  Ca I    
   530.2564  Ti I    
   530.2580  Os I    
   530.2582  La II   
   530.2598  Nd I    
   530.2690  Ca I    
   530.2716  Mo I    
   530.2757  Gd I    
   530.2870  C I     
   530.2872  Cr I    
   530.2959  Cr I    
   530.3009  Ca I    
   530.3024  C I     
   530.3036  C I     
   530.3049  Th II   
   530.3049  Co II   
   530.3114  Sr II   
   530.3200  Nd II   
   530.3255  V II    
   530.3300  Sm I    
   530.3318  Ce I    
   530.3321  Ce I    
   530.3395  Fe II   
   530.3499  V I     
   530.3528  La II   
   530.3532  Fe I    
   530.3733  V I     
   530.3860  Eu I    
   530.4003  La I    
   530.4009  V I     
   530.4183  Cr I    
   530.4197  Mn I    
   530.4211  W II    
   530.4244  Fe II   
   530.4313  Mn II   
   530.4369  Fe III  
   530.4392  Fe II   
   530.4422  Lu I    
   530.4538  Cr I    
   530.4623  Th II   
   530.4717  Ca I    
   530.4859  Ru I    
   530.4912  Fe II   
   530.5014  Cr I    
   530.5101  Co I    
   530.5325  Fe II   
   530.5419  Fe I    
   530.5528  Fe I    
   530.5577  Th II   
   530.5853  Cr II   
   530.5864  Tm II   
   530.6207  V I     
   530.6245  Mo I    
   530.6315  C I     
   530.6337  Ti I    
   530.6402  Fe III  
   530.6460  Nd II   
   530.6560  Fe III  
   530.6588  Ni II   
   530.6706  Cr II   
   530.6711  Gd I    
   530.6830  C I     
   530.6847  Cr I    
   530.7034  Fe II   
   530.7116  Tm I    
   530.7129  Co I    
   530.7216  Co I    
   530.7216  Co II   
   530.7224  Ca II   
   530.7269  Cr I    
   530.7308  Gd I    
   530.7351  Mn II   
   530.7360  Fe I    
   530.7408  Co II   
   530.7466  Th II   
   530.7537  Mn I    
   530.7571  Co I    
   530.7805  Hf I    
   530.8002  C I     
   530.8257  Nd I    
   530.8271  Mo I    
   530.8297  Ce I    
   530.8302  Ce I    
   530.8377  Cr I    
   530.8408  Cr II   
   530.8425  Nd II   
   530.8431  Ti I    
   530.8473  Co I    
   530.8483  Ti I    
   530.8523  Ce I    
   530.8541  U I     
   530.8586  Co I    
   530.8707  Fe II   
   530.8707  Fe I    
   530.8724  Cr I    
   530.8904  Cr II   
   530.8921  Mn I    
   530.8955  Pr II   
   530.8989  C I     
   530.9014  Dy II   
   530.9172  Co I    
   530.9265  Ru I    
   530.9275  Fe II   
   530.9308  Fe II   
   530.9409  Ti I    
   530.9423  Cr I    
   530.9493  Ti I    
   530.9493  Sm I    
   530.9510  Cr I    
   530.9513  Ti I    
   530.9680  Hf I    
   530.9720  Ca I    
   530.9815  Ti II   
   530.9849  Cr I    
   530.9849  Co I    
   530.9881  Ce I    
   530.9889  Ce I    
   530.9895  Ni I    
   530.9897  V I     
   531.0036  Nd II   
   531.0041  U II    
   531.0160  Ti I    
   531.0213  Co I    
   531.0229  Fe I    
   531.0267  Th II   
   531.0510  Ca I    
   531.0540  Cr I    
   531.0568  V I     
   531.0610  Cr I    
   531.0687  Cr II   
   531.0732  V I     
   531.0856  V I     
   531.0907  V II    
   531.1115  Pr II   
   531.1271  Co II   
   531.1434  Zr I    
   531.1453  Nd II   
   531.1471  V I     
   531.1595  Hf II   
   531.1753  Cr I    
   531.1784  Zr II   
   531.1817  Ca I    
   531.1845  Gd I    
   531.1879  U II    
   531.1908  Fe II   
   531.1956  Mn I    
   531.2002  Th I    
   531.2083  Cr I    
   531.2124  Ti I    
   531.2162  Mn II   
   531.2250  Sm II   
   531.2278  V I     
   531.2298  Pr II   
   531.2453  Cr II   
   531.2473  Fe I    
   531.2483  Ti I    
   531.2529  Th I    
   531.2597  Fe II   
   531.2623  Pd I    
   531.2645  Co I    
   531.2693  Co II   
   531.2708  Ti I    
   531.2716  U II    
   531.2733  Cr I    
   531.2738  Mn I    
   531.2743  Mo I    
   531.2772  Co I    
   531.2846  Ti I    
   531.2871  Cr I    
   531.3057  Co I    
   531.3114  Fe II   
   531.3239  Ti I    
   531.3257  Mo I    
   531.3258  V II    
   531.3343  Co I    
   531.3391  V I     
   531.3409  Fe I    
   531.3411  Fe I    
   531.3453  V II    
   531.3563  Cr II   
   531.3755  Ti II   
   531.3803  Fe I    
   531.3828  Cr I    
   531.3886  Mo I    
   531.3922  Ce I    
   531.3940  Ca I    
   531.4080  V I     
   531.4085  Ca II   
   531.4111  V I     
   531.4164  V I     
   531.4255  Ti I    
   531.4385  Ni II   
   531.4389  Ce I    
   531.4427  V I     
   531.4458  Ti I    
   531.4554  Nd II   
   531.4642  Cr II   
   531.4667  Sc I    
   531.4780  Rh I    
   531.4842  Ce I    
   531.4964  V I     
   531.5000  Ce I    
   531.5033  Mo I    
   531.5065  Fe I    
   531.5085  C I     
   531.5115  Mo I    
   531.5187  V I     
   531.5196  V I     
   531.5278  U I     
   531.5303  Fe II   
   531.5329  Ru I    
   531.5354  Co I    
   531.5377  V I     
   531.5526  Nb I    
   531.5563  Fe II   
   531.5572  Sc I    
   531.5733  Ti I    
   531.5776  Fe I    
   531.5792  Gd II   
   531.5807  Mo I    
   531.6083  V I     
   531.6287  Cr II   
   531.6502  Co I    
   531.6599  Nd II   
   531.6615  Fe II   
   531.6691  Cr I    
   531.6765  Co I    
   531.6784  Fe II   
   531.6793  Gd II   
   531.6864  V I     
   531.6985  Nb I    
   531.7093  Mn I    
   531.7116  Mo I    
   531.7183  Fe I    
   531.7200  Co I    
   531.7274  Re I    
   531.7344  V II    
   531.7361  Ni II   
   531.7401  Ca I    
   531.7424  C I     
   531.7445  Fe I    
   531.7475  C I     
   531.7503  Cr I    
   531.7524  Fe I    
   531.7538  Ti I    
   531.7554  V I     
   531.7581  Fe I    
   531.7588  Ce I    
   531.7886  Ca I    
   531.7887  Mn I    
   531.7942  Mo I    
   531.8018  V I     
   531.8033  Fe I    
   531.8034  Ni I    
   531.8136  V I     
   531.8269  V I     
   531.8283  Ni I    
   531.8295  Cr I    
   531.8349  Sc II   
   531.8382  Cr II   
   531.8504  V I     
   531.8528  Ti I    
   531.8598  Nb I    
   531.8623  V II    
   531.8648  Ta I    
   531.8688  Mn I    
   531.8810  Cr I    
   531.8864  W I     
   531.9002  Mn II   
   531.9045  V I     
   531.9175  V I     
   531.9206  Fe I    
   531.9294  Cr I    
   531.9319  Cr I    
   531.9396  U I     
   531.9475  Nb I    
   531.9609  Fe I    
   531.9616  Cr II   
   531.9624  Fe I    
   531.9815  Nd II   
   531.9831  Sc I    
   531.9875  Mo I    
   531.9911  Fe II   
   532.0039  Fe I    
   532.0140  La I    
   532.0183  V I     
   532.0406  Cr II   
   532.0430  Fe II   
   532.0435  Cr I    
   532.0442  Ni I    
   532.0445  Mo I    
   532.0505  Cr I    
   532.0576  Ti I    
   532.0576  Sm I    
   532.0581  Fe II   
   532.0602  Co I    
   532.0778  Nd I    
   532.0782  Y II    
   532.0998  V I     
   532.1069  Pr II   
   532.1078  C I     
   532.1109  Fe I    
   532.1185  V I     
   532.1247  Gd I    
   532.1250  Zr I    
   532.1273  Re I    
   532.1321  Mn I    
   532.1493  Gd I    
   532.1591  Fe I    
   532.1606  U II    
   532.1681  Cr II   
   532.1712  Co I    
   532.1760  V I     
   532.1778  Gd I    
   532.1817  Pr II   
   532.1984  Mn I    
   532.2041  Fe I    
   532.2076  Ca I    
   532.2106  Cr I    
   532.2162  Cr I    
   532.2324  Ti I    
   532.2369  Rb I    
   532.2376  Gd I    
   532.2570  V I     
   532.2704  Gd I    
   532.2772  Pr II   
   532.2793  Fe II   
   532.2803  V II    
   532.2834  Mn I    
   532.2882  C I     
   532.2961  Cr II   
   532.3029  Co II   
   532.3052  Sc I    
   532.3061  Cr I    
   532.3083  V I     
   532.3109  V II    
   532.3116  Ca I    
   532.3240  Ti I    
   532.3276  K I     
   532.3280  Ce I    
   532.3304  Mn I    
   532.3361  Mn I    
   532.3367  Cr II   
   532.3492  Cr II   
   532.3499  Ti I    
   532.3510  Fe I    
   532.3548  La I    
   532.3578  Ni I    
   532.3602  Co I    
   532.3707  Sc I    
   532.3719  Fe I    
   532.3752  Sc I    
   532.3772  C I     
   532.3860  Cr II   
   532.3877  V II    
   532.3908  Fe II   
   532.3930  Ti I    
   532.4064  C I     
   532.4095  Cr I    
   532.4178  Fe I    
   532.4220  Ca I    
   532.4246  Hf II   
   532.4311  Mn I    
   532.4456  Mo I    
   532.4509  Ca II   
   532.4509  Ca II   
   532.4538  V I     
   532.4688  Dy I    
   532.4753  Cr I    
   532.4779  V I     
   532.4844  Cr I    
   532.4918  Co I    
   532.4969  Ni II   
   532.4969  Ti II   
   532.5026  Cr I    
   532.5108  Cr I    
   532.5144  Th II   
   532.5230  V I     
   532.5233  Mn I    
   532.5272  Co I    
   532.5329  Sc I    
   532.5374  Sc I    
   532.5445  Sc I    
   532.5553  Fe II   
   532.5658  Ca I    
   532.5698  Fe II   
   532.5706  V II    
   532.5709  V II    
   532.5848  Cr I    
   532.5882  V I     
   532.5903  Mo I    
   532.5924  Ni I    
   532.5942  Co I    
   532.6004  Mn I    
   532.6008  Fe I    
   532.6064  V I     
   532.6078  Mn I    
   532.6130  Fe I    
   532.6140  Fe I    
   532.6223  Co I    
   532.6447  V I     
   532.6560  Fe I    
   532.6799  Fe I    
   532.6976  Th I    
   532.7103  V I     
   532.7104  Mo I    
   532.7106  Mo I    
   532.7168  C I     
   532.7251  Fe I    
   532.7321  Gd I    
   532.7369  Mn I    
   532.7415  Ca I    
   532.7443  Re I    
   532.7715  Ti I    
   532.7757  U II    
   532.7855  Fe I    
   532.7875  V I     
   532.7881  Co II   
   532.8038  Fe I    
   532.8059  V I     
   532.8085  Ce I    
   532.8167  Co I    
   532.8292  V I     
   532.8292  Ti I    
   532.8310  Gd I    
   532.8357  Ca I    
   532.8377  Ta I    
   532.8377  Cr I    
   532.8426  Fe II   
   532.8480  Co I    
   532.8531  Fe I    
   532.8574  Mo I    
   532.8656  V I     
   532.8687  Co I    
   532.8702  Ni I    
   532.8728  Ti I    
   532.8806  V I     
   532.8818  Ti I    
   532.9142  Cr I    
   532.9156  V I     
   532.9156  Nd II   
   532.9241  U I     
   532.9275  V I     
   532.9374  Th II   
   532.9471  Th II   
   532.9559  Ce I    
   532.9681  Mn II   
   532.9699  Ca I    
   532.9738  Rh I    
   532.9741  Cr I    
   532.9804  Sr I    
   532.9823  Cr I    
   532.9843  Mn I    
   532.9868  Nd I    
   532.9900  Co I    
   532.9987  Fe I    
   533.0082  Ho I    
   533.0142  Cr I    
   533.0420  V I     
   533.0556  Ce II   
   533.0579  V II    
   533.0605  Co II   
   533.0634  Ti I    
   533.0814  Ni I    
   533.0830  Cr I    
   533.0875  Zr I    
   533.0963  Cr I    
   533.1046  Mn I    
   533.1082  Ti I    
   533.1088  Rh I    
   533.1198  Fe I    
   533.1270  Ti I    
   533.1384  V I     
   533.1452  Co I    
   533.1476  Fe I    
   533.1478  Fe I    
   533.1478  Pr II   
   533.1533  Fe I    
   533.1549  Cr I    
   533.1586  Cr I    
   533.1697  V I     
   533.1736  Co I    
   533.1756  Cr I    
   533.1779  Sc I    
   533.1813  Mn II   
   533.1899  Re I    
   533.1926  Gd I    
   533.2081  Sm I    
   533.2176  Ca I    
   533.2254  V I     
   533.2341  Ce I    
   533.2420  Nd I    
   533.2635  V II    
   533.2647  Co I    
   533.2663  Fe I    
   533.2695  Cr II   
   533.2752  Cr I    
   533.2806  Sc I    
   533.2824  Ni I    
   533.2899  Fe I    
   533.2931  Ru I    
   533.2956  Fe I    
   533.3002  V I     
   533.3037  Er I    
   533.3105  Cr I    
   533.3142  Fe I    
   533.3150  Co I    
   533.3241  Si I    
   533.3253  V II    
   533.3306  Gd I    
   533.3354  Fe I    
   533.3585  Ti II   
   533.3591  Cr I    
   533.3645  Co I    
   533.3728  Cr I    
   533.3736  Ti I    
   533.3745  Cr II   
   533.3766  Fe I    
   533.3775  Ti I    
   533.3870  Re I    
   533.3889  Ni I    
   533.4021  Ce I    
   533.4240  Sc II   
   533.4291  V I     
   533.4315  Nd I    
   533.4324  Fe I    
   533.4637  Fe I    
   533.4709  Ce I    
   533.4715  V I     
   533.4824  Co I    
   533.4858  Nb I    
   533.4869  Cr II   
   533.4869  Mn I    
   533.4946  Cr II   
   533.4974  Co I    
   533.5159  Yb II   
   533.5347  Cr I    
   533.5401  V I     
   533.5414  Ti I    
   533.5490  Mn II   
   533.5720  Ti I    
   533.5759  Ce I    
   533.5931  Ru I    
   533.6125  Ta I    
   533.6159  Cr I    
   533.6162  Co I    
   533.6168  V II    
   533.6222  Os I    
   533.6225  Ce I    
   533.6276  Mn I    
   533.6336  Ca I    
   533.6353  Co I    
   533.6455  Cr I    
   533.6532  Nd II   
   533.6564  Mn I    
   533.6633  Ca I    
   533.6717  Ni II   
   533.6771  Ti II   
   533.6789  Nb I    
   533.6815  Nd I    
   533.6826  Ti I    
   533.6860  V I     
   533.7054  V I     
   533.7229  Mo I    
   533.7262  Sc I    
   533.7310  Co I    
   533.7316  Ti I    
   533.7361  W I     
   533.7427  Dy II   
   533.7455  V I     
   533.7455  V I     
   533.7505  Fe II   
   533.7532  Gd I    
   533.7732  Fe II   
   533.7772  Cr II   
   533.7926  Fe II   
   533.7988  Si I    
   533.8042  Nd II   
   533.8196  Mn I    
   533.8207  Si I    
   533.8304  Ti I    
   533.8416  Zr I    
   533.8464  Co II   
   533.8621  V I     
   533.8672  Cr I    
   533.8749  Si I    
   533.8809  V I     
   533.8886  Cr I    
   533.8899  Tm I    
   533.9031  Tm I    
   533.9043  V I     
   533.9107  Mo I    
   533.9188  Ca II   
   533.9188  Ca II   
   533.9188  Ca II   
   533.9231  Cr I    
   533.9257  Ti I    
   533.9274  Mn II   
   533.9365  Co I    
   533.9403  Fe I    
   533.9417  Sc I    
   533.9442  V I     
   533.9494  Co II   
   533.9514  Co I    
   533.9529  Fe II   
   533.9608  Ca I    
   533.9683  K I     
   533.9739  Co I    
   533.9928  Fe I    
   534.0033  Fe II   
   534.0051  Fe II   
   534.0067  V I     
   534.0187  Fe I    
   534.0472  Cr I    
   534.0478  Co I    
   534.0597  Ni II   
   534.0655  La II   
   534.0662  Ti I    
   534.0666  Ce I    
   534.0752  Ir I    
   534.0772  Ce I    
   534.0789  Nb I    
   534.0789  Cr I    
   534.0857  Fe II   
   534.0900  Cr II   
   534.0983  Sc II   
   534.1023  Fe I    
   534.1025  Ta I    
   534.1057  Mn I    
   534.1060  Sc I    
   534.1165  Gd I    
   534.1220  V II    
   534.1268  Sm I    
   534.1325  Co I    
   534.1479  Ti I    
   534.1511  V I     
   534.1551  Mn I    
   534.1814  Gd I    
   534.1859  Mn I    
   534.2004  Cr I    
   534.2050  Sc II   
   534.2067  Sc I    
   534.2107  V I     
   534.2250  Ta I    
   534.2568  Ti I    
   534.2695  Co I    
   534.2727  V I     
   534.2750  V I     
   534.2770  Cr I    
   534.2798  Cr I    
   534.2812  V I     
   534.2849  Ti I    
   534.2914  Ti I    
   534.2958  Sc I    
   534.2969  K I     
   534.3009  Gd I    
   534.3064  Co I    
   534.3226  Mn II   
   534.3358  Cr I    
   534.3378  Co I    
   534.3506  Cr I    
   534.3581  Th I    
   534.3629  Nd I    
   534.3705  Ni I    
   534.3826  Mn I    
   534.3883  Pr II   
   534.3932  Co I    
   534.4158  Nb I    
   534.4286  Cr I    
   534.4358  Fe I    
   534.4429  Mn I    
   534.4538  V I     
   534.4555  Ti II   
   534.4560  Co I    
   534.4623  Cr I    
   534.4789  Cr I    
   534.4821  Ni I    
   534.4963  V I     
   534.5093  Ca I    
   534.5120  C I     
   534.5122  Ce I    
   534.5123  Gd I    
   534.5143  Pd I    
   534.5198  V I     
   534.5421  Cr I    
   534.5492  Co I    
   534.5549  Cr I    
   534.5565  Si I    
   534.5655  Yb II   
   534.5669  Co I    
   534.5682  Gd I    
   534.5698  Nd II   
   534.5801  Cr I    
   534.5824  Yb II   
   534.5824  Mn II   
   534.5846  Cr I    
   534.5854  P I     
   534.5976  Mg I    
   534.5976  Mg I    
   534.5976  Mg I    
   534.6027  Os I    
   534.6043  Si I    
   534.6067  Cr II   
   534.6158  Cr I    
   534.6263  Si I    
   534.6275  Hf II   
   534.6330  Fe I    
   534.6338  Co I    
   534.6347  Mn I    
   534.6375  Mn II   
   534.6484  Ti II   
   534.6495  Tm II   
   534.6538  Cr II   
   534.6547  Ce I    
   534.6549  Ce I    
   534.6571  Fe II   
   534.6604  Si I    
   534.6647  V II    
   534.6807  Si I    
   534.7044  Th II   
   534.7045  Ca I    
   534.7071  Ni I    
   534.7179  V I     
   534.7186  Ti I    
   534.7213  Yb II   
   534.7494  Co I    
   534.7705  Ni I    
   534.7714  V I     
   534.7759  Fe II   
   534.7809  Ce II   
   534.7857  Tb II   
   534.8029  Cr I    
   534.8046  Cr I    
   534.8061  Er I    
   534.8074  Sm I    
   534.8129  Mn I    
   534.8237  Fe II   
   534.8312  Cr I    
   534.8335  Mn II   
   534.8338  V II    
   534.8400  Co II   
   534.8592  Mn II   
   534.8609  Cr I    
   534.8671  Gd I    
   534.8707  V I     
   534.8732  Sm I    
