   line      element
   513.5420  Ti I    
   513.5444  Mn I    
   513.5507  Mn II   
   513.5536  Co I    
   513.5582  Gd I    
   513.5700  Cr I    
   513.5876  Sm I    
   513.5945  Cr I    
   513.5965  Ca I    
   513.5979  Yb II   
   513.6019  V I     
   513.6036  Gd I    
   513.6091  Fe I    
   513.6227  Mn II   
   513.6293  V II    
   513.6295  Ti I    
   513.6321  Fe II   
   513.6468  Ta I    
   513.6549  Ru I    
   513.6610  Fe II   
   513.6640  Ti I    
   513.6645  Fe I    
   513.6652  Fe I    
   513.6802  Fe II   
   513.6834  Nd II   
   513.6969  V I     
   513.7046  U II    
   513.7070  Ni I    
   513.7088  Cr II   
   513.7114  Ce I    
   513.7361  Ca I    
   513.7395  Fe I    
   513.7481  Fe I    
   513.7481  Sc I    
   513.7489  C I     
   513.7605  V I     
   513.7787  Ce I    
   513.7835  Cr II   
   513.7925  Cr I    
   513.8003  Ce I    
   513.8273  Ti I    
   513.8302  Sc II   
   513.8302  Sc II   
   513.8350  V I     
   513.8397  V I     
   513.8400  W I     
   513.8556  Cr I    
   513.8606  Cr II   
   513.8703  Fe I    
   513.8712  Cr I    
   513.8786  Co I    
   513.8878  C I     
   513.8897  Cr I    
   513.9071  Cr I    
   513.9206  Cr I    
   513.9241  Ti I    
   513.9251  Fe I    
   513.9255  Ni I    
   513.9409  V I     
   513.9425  Ti II   
   513.9431  Mo I    
   513.9462  Fe I    
   513.9512  V I     
   513.9549  C I     
   513.9599  Dy II   
   513.9623  Cr I    
   513.9745  Sc I    
   513.9758  V I     
   513.9768  Ce I    
   513.9811  Pr I    
   513.9816  Sc I    
   513.9858  Sc I    
   513.9890  Cr I    
   513.9901  Cr II   
   513.9927  Fe II   
   513.9938  Cr III  
   513.9940  Ti II   
   514.0136  Co II   
   514.0194  Fe II   
   514.0273  Tm II   
   514.0342  Cl I    
   514.0507  Ce I    
   514.0511  Cr I    
   514.0515  Fe I    
   514.0570  Fe I    
   514.0575  Nb I    
   514.0774  Th I    
   514.0830  Gd II   
   514.1011  Ca I    
   514.1011  Co I    
   514.1201  Co I    
   514.1213  Mo I    
   514.1268  C I     
   514.1279  Mo I    
   514.1295  Ti I    
   514.1395  Ti I    
   514.1495  Gd I    
   514.1556  Fe I    
   514.1562  As I    
   514.1616  Ta I    
   514.1656  Co II   
   514.1688  Cr I    
   514.1739  Fe I    
   514.1793  Co I    
   514.1972  Ca I    
   514.2201  V II    
   514.2236  Mo I    
   514.2259  Cr I    
   514.2431  Mn I    
   514.2468  Co I    
   514.2486  Cr II   
   514.2493  Fe I    
   514.2542  Fe I    
   514.2686  Gd I    
   514.2767  Ru I    
   514.2775  Ni I    
   514.2920  Mn I    
   514.2926  Ni I    
   514.2927  Fe I    
   514.3000  Cr II   
   514.3079  Mn I    
   514.3267  Th II   
   514.3337  Nd II   
   514.3391  Fe II   
   514.3569  V I     
   514.3633  Fe I    
   514.3690  Ta I    
   514.3722  Fe I    
   514.3775  Mo I    
   514.3846  Cr II   
   514.3889  Ni I    
   514.3916  Th I    
   514.3989  Co I    
   514.4098  Cu I    
   514.4363  Cr II   
   514.4400  Cr II   
   514.4485  Ca I    
   514.4502  Fe I    
   514.4511  Co II   
   514.4519  Ti I    
   514.4524  Cr I    
   514.4657  Cr I    
   514.4718  C I     
   514.4773  Sc I    
   514.4900  Ti II   
   514.5019  Cr II   
   514.5038  Th II   
   514.5039  Si I    
   514.5084  U II    
   514.5094  Fe I    
   514.5138  Ca I    
   514.5263  V II    
   514.5378  Mo I    
   514.5416  La I    
   514.5464  Ti I    
   514.5525  Co I    
   514.5562  Os I    
   514.5679  Ti II   
   514.5724  Co I    
   514.5727  Fe I    
   514.5745  Cr I    
   514.5750  W I     
   514.5853  V I     
   514.5973  V I     
   514.6052  Cr II   
   514.6127  Fe II   
   514.6158  Co I    
   514.6161  Co I    
   514.6291  V I     
   514.6298  Fe I    
   514.6312  Cr II   
   514.6314  Sc I    
   514.6362  V I     
   514.6436  V I     
   514.6437  Ca I    
   514.6439  Cr I    
   514.6460  Co II   
   514.6480  Ni I    
   514.6582  V II    
   514.6654  Co I    
   514.6696  Mo I    
   514.6749  Co I    
   514.6767  Sc I    
   514.6823  Co I    
   514.6915  Fe II   
   514.6971  Ti I    
   514.6998  Co I    
   514.7022  Yb II   
   514.7038  Sc II   
   514.7038  Sc II   
   514.7091  Sc I    
   514.7242  Ru I    
   514.7383  Mo I    
   514.7403  Cr I    
   514.7427  Cr II   
   514.7459  Pr I    
   514.7475  V I     
   514.7479  Ti I    
   514.7539  Nb I    
   514.7565  Ce II   
   514.7623  Ta I    
   514.7635  Ti I    
   514.7764  Ti I    
   514.7892  Ti I    
   514.8036  Fe I    
   514.8040  Co II   
   514.8087  Ca I    
   514.8201  Fe II   
   514.8212  Ca I    
   514.8212  Th II   
   514.8225  Fe I    
   514.8231  Fe II   
   514.8294  Ti I    
   514.8382  C I     
   514.8395  V I     
   514.8430  Mo I    
   514.8588  Cr II   
   514.8599  V II    
   514.8612  V II    
   514.8662  Ni I    
   514.8702  Co I    
   514.8705  V I     
   514.8755  Ta I    
   514.8839  Na I    
   514.8933  Co II   
   514.9006  Fe II   
   514.9060  Ti I    
   514.9090  Co I    
   514.9156  Mn I    
   514.9327  Ti I    
   514.9365  Gd II   
   514.9392  Tm II   
   514.9463  P I     
   514.9469  Cr I    
   514.9501  Fe I    
   514.9547  Nd I    
   514.9580  Ti II   
   514.9658  Ce I    
   514.9737  Os I    
   514.9779  Co I    
   514.9795  Cr I    
   514.9828  Gd II   
   514.9875  Co II   
   514.9928  V I     
   514.9933  Fe II   
   514.9999  Co II   
   515.0021  Ca I    
   515.0039  Cr I    
   515.0063  V II    
   515.0105  C I     
   515.0119  Ca I    
   515.0123  Fe I    
   515.0190  Cr I    
   515.0190  Sc I    
   515.0197  Fe I    
   515.0201  Mn II   
   515.0381  Ti I    
   515.0395  Mn I    
   515.0396  Ce I    
   515.0440  Cr I    
   515.0451  Co I    
   515.0488  Mn II   
   515.0574  Ca I    
   515.0623  Nb I    
   515.0649  Ti I    
   515.0660  Ca II   
   515.0838  Fe I    
   515.0894  Ta I    
   515.0933  Mn I    
   515.0941  Fe II   
   515.0962  Ca I    
   515.1010  Sc II   
   515.1010  Sc II   
   515.1066  Ru I    
   515.1247  Cr II   
   515.1349  Fe II   
   515.1512  V I     
   515.1517  Mn II   
   515.1612  Th I    
   515.1663  Cr I    
   515.1680  Fe I    
   515.1685  Co I    
   515.1772  Cr I    
   515.1833  Cr I    
   515.1841  V II    
   515.1859  Th II   
   515.1910  Fe I    
   515.1958  Cr II   
   515.1968  Ti I    
   515.2017  Os I    
   515.2067  Ca I    
   515.2185  Ti I    
   515.2234  V I     
   515.2295  Pr II   
   515.2471  Ti I    
   515.2622  Nb I    
   515.2774  C I     
   515.2779  V I     
   515.2896  Cr I    
   515.2925  Sc I    
   515.2970  Cr II   
   515.2982  Ti I    
   515.3052  Cr II   
   515.3209  Ru I    
   515.3230  Cu I    
   515.3238  C I     
   515.3310  V II    
   515.3366  Mo I    
   515.3398  Sc I    
   515.3398  Sc I    
   515.3402  Na I    
   515.3424  Ta I    
   515.3467  V I     
   515.3499  Cr II   
   515.3527  Ca I    
   515.3567  C I     
   515.3661  P I     
   515.3762  Co III  
   515.3805  Ti I    
   515.3857  Co I    
   515.3902  Co I    
   515.3903  Ce I    
   515.3937  Cr I    
   515.3988  Ce I    
   515.4048  U II    
   515.4059  Co I    
   515.4070  Ti II   
   515.4101  Fe I    
   515.4203  Sm II   
   515.4243  Th I    
   515.4285  C I     
   515.4304  Mn II   
   515.4402  Ce II   
   515.4409  Fe II   
   515.4506  V I     
   515.4601  Fe II   
   515.4638  Cr I    
   515.4835  Co II   
   515.4838  Co I    
   515.4842  P I     
   515.4886  Cr I    
   515.5037  Sm II   
   515.5098  C I     
   515.5120  Cr I    
   515.5125  Ni I    
   515.5141  Ru I    
   515.5269  Mo I    
   515.5292  C I     
   515.5314  Sc I    
   515.5463  Zr I    
   515.5537  Rh I    
   515.5603  V I     
   515.5654  Co II   
   515.5750  C I     
   515.5762  Ni I    
   515.5835  Sm I    
   515.5849  Gd I    
   515.5893  Cr II   
   515.5912  Co I    
   515.5922  Cr II   
   515.5932  Ti I    
   515.6022  Si I    
   515.6037  Sr I    
   515.6047  Nd II   
   515.6066  V I     
   515.6111  Fe III  
   515.6211  Mo I    
   515.6356  Co I    
   515.6388  Ca I    
   515.6446  Ni II   
   515.6449  Ta I    
   515.6516  Pr II   
   515.6605  Fe I    
   515.6734  La II   
   515.6752  Gd II   
   515.6855  Ca I    
   515.6925  Cr I    
   515.6954  V I     
   515.6978  Sc I    
   515.6986  V I     
   515.7066  Sm II   
   515.7090  Rh I    
   515.7093  Cr II   
   515.7223  Sm I    
   515.7279  V II    
   515.7282  V I     
   515.7299  Fe II   
   515.7335  Ni II   
   515.7356  V I     
   515.7369  Sc I    
   515.7433  La II   
   515.7473  Cr I    
   515.7704  Ni I    
   515.7723  Co II   
   515.7777  Cr II   
   515.7790  V II    
   515.7942  Hf I    
   515.7976  Ni I    
   515.8013  Zr I    
   515.8045  V II    
   515.8061  Mn I    
   515.8112  V I     
   515.8340  Fe I    
   515.8343  Sc I    
   515.8439  Co I    
   515.8469  Fe III  
   515.8486  Gd I    
   515.8604  Th I    
   515.8671  La I    
   515.8681  Rh I    
   515.8687  Zr I    
   515.8714  Ca I    
   515.8852  Co I    
   515.8855  V II    
   515.9017  V I     
   515.9050  Fe I    
   515.9097  Co I    
   515.9161  V I     
   515.9235  Fe I    
   515.9307  V I     
   515.9583  Fe I    
   515.9672  Co I    
   515.9680  Ce I    
   515.9686  Ce I    
   515.9688  Ce I    
   515.9789  Sc II   
   515.9789  Sc II   
   515.9832  Fe I    
   515.9840  Ti I    
   515.9919  C I     
   515.9935  Ba I    
   515.9956  Fe I    
   515.9994  Ru I    
   516.0070  Eu I    
   516.0114  Sc I    
   516.0221  Sc I    
   516.0263  Sc I    
   516.0290  Mn I    
   516.0316  U II    
   516.0335  Nb I    
   516.0388  Cr I    
   516.0452  Ca II   
   516.0452  Ca II   
   516.0460  Cr I    
   516.0538  Tm I    
   516.0554  Cr II   
   516.0731  Th I    
   516.0801  C I     
   516.0839  Fe II   
   516.0893  Gd II   
   516.0903  Ti I    
   516.0945  Mo I    
   516.1022  Dy II   
   516.1028  V II    
   516.1057  Zr I    
   516.1116  Mn I    
   516.1184  Fe II   
   516.1286  Fe I    
   516.1387  C I     
   516.1460  Ca I    
   516.1706  Nd II   
   516.1718  Fe I    
   516.1745  Pr II   
   516.1755  Cr I    
   516.1811  Ta I    
   516.1891  Cr I    
   516.2166  Mn I    
   516.2266  P I     
   516.2292  Fe I    
   516.2342  Co I    
   516.2379  Fe I    
   516.2603  C I     
   516.2675  V I     
   516.2742  Sc I    
   516.2883  Sm II   
   516.2913  Ni I    
   516.2952  Cr I    
   516.2997  Ti II   
   516.3180  Mo I    
   516.3184  Co III  
   516.3272  C I     
   516.3314  Ce II   
   516.3322  Fe I    
   516.3336  Co I    
   516.3368  Cr I    
   516.3380  Fe I    
   516.3459  Th I    
   516.3467  V I     
   516.3611  La II   
   516.3635  Ta I    
   516.3701  Gd I    
   516.3808  Sc II   
   516.3835  Cr II   
   516.3878  Pd I    
   516.3902  Fe III  
   516.4019  Cr I    
   516.4027  Sc I    
   516.4115  Dy II   
   516.4138  Fe I    
   516.4139  U I     
   516.4167  Fe I    
   516.4232  Cr II   
   516.4315  V I     
   516.4366  Nb I    
   516.4375  Ce I    
   516.4451  Mn II   
   516.4510  Co I    
   516.4533  Gd II   
   516.4553  Fe I    
   516.4606  Sc I    
   516.4619  Sm I    
   516.4633  Cr I    
   516.4637  Ti I    
   516.4692  Fe I    
   516.4790  V I     
   516.4881  V I     
   516.4916  Fe I    
   516.4974  Th I    
   516.4999  Ca I    
   516.5051  V I     
   516.5057  Ti II   
   516.5065  Rb I    
   516.5065  Rb I    
   516.5129  Nd II   
   516.5142  Co I    
   516.5182  Rb I    
   516.5236  Sc II   
   516.5321  Cr I    
   516.5332  Dy I    
   516.5377  Cr II   
   516.5407  Fe I    
   516.5431  Ca I    
   516.5433  V I     
   516.5467  Ti I    
   516.5601  V I     
   516.5609  Cr I    
   516.5641  Co I    
   516.5703  Cr I    
   516.5777  Ti I    
   516.5795  Ca I    
   516.5888  Ca I    
   516.5940  Sc II   
   516.5946  Zr I    
   516.6029  P I     
   516.6036  Sm II   
   516.6060  Co I    
   516.6073  Ti I    
   516.6092  V I     
   516.6127  Cr I    
   516.6234  Cr I    
   516.6281  Fe I    
   516.6410  V I     
   516.6619  P I     
   516.6693  Eu I    
   516.6747  Cr I    
   516.6781  V I     
   516.6795  Ta I    
   516.6933  V I     
   516.6963  Sc I    
   516.7050  Fe I    
   516.7166  V I     
   516.7312  Fe II   
   516.7321  Mg I    
   516.7379  Hf I    
   516.7487  Fe I    
   516.7720  Fe I    
   516.7732  Ni I    
   516.7746  Mo I    
   516.7791  La I    
   516.7914  V I     
   516.7919  Nd II   
   516.7927  Cr I    
   516.7951  Cr I    
   516.7967  Cr I    
   516.8026  V I     
   516.8178  Fe I    
   516.8255  C I     
   516.8323  Pr I    
   516.8355  Sm I    
   516.8453  V I     
   516.8453  Cr II   
   516.8619  Cr I    
   516.8640  Si I    
   516.8656  Ni I    
   516.8678  Ca I    
   516.8785  Co II   
   516.8847  Fe I    
   516.8863  Fe I    
   516.8897  Fe I    
   516.8953  Os I    
   516.9033  Fe II   
   516.9081  V I     
   516.9105  V II    
   516.9137  Ca I    
   516.9212  Sc I    
   516.9229  Ce I    
   516.9244  Cr I    
   516.9296  Fe I    
   516.9421  Cr II   
   516.9485  Cr I    
   516.9584  Cr I    
   516.9648  Rb I    
   516.9688  Dy II   
   516.9707  C I     
   516.9722  Ce I    
   516.9725  Fe I    
   516.9747  V I     
   516.9851  Cr I    
   516.9862  Ni II   
   516.9884  Ti I    
   516.9913  V I     
   517.0012  Co I    
   517.0028  Cr I    
   517.0052  V I     
   517.0073  Fe I    
   517.0167  Hf I    
   517.0223  Th II   
   517.0237  Fe I    
   517.0327  Co I    
   517.0522  V I     
   517.0524  Ti I    
   517.0547  Ti II   
   517.0576  Cr I    
   517.0692  Mo I    
   517.0728  V I     
   517.0937  Nd II   
   517.1020  Ru I    
   517.1064  Mo I    
   517.1073  V I     
   517.1135  V II    
   517.1169  Fe I    
   517.1240  Mo I    
   517.1319  Sc II   
   517.1571  Ti I    
   517.1595  Fe I    
   517.1630  Ta I    
   517.1640  Fe II   
   517.1674  Fe I    
   517.1698  Gd I    
   517.1783  Ti I    
   517.1833  V I     
   517.1905  Cr II   
   517.1948  V II    
   517.2074  V I     
   517.2082  C I     
   517.2144  Ti II   
   517.2204  Fe I    
   517.2285  Co I    
   517.2409  Ca I    
   517.2574  Ti II   
   517.2631  Sc II   
   517.2684  Mg I    
   517.2735  Sm I    
   517.2746  Sc I    
   517.2746  Sc I    
   517.2776  Er I    
   517.2794  Fe I    
   517.2860  Ca I    
   517.2869  Ni I    
   517.2914  La II   
   517.2940  Mo I    
   517.2959  Fe II   
   517.2990  Fe II   
   517.3127  Fe I    
   517.3482  Co I    
   517.3509  Cr II   
   517.3528  Fe I    
   517.3739  Cr I    
   517.3742  Ti I    
   517.3790  La II   
   517.3902  Pr II   
   517.4180  Mo I    
   517.4274  Sc II   
   517.4380  Mo I    
   517.4505  V I     
   517.4534  Co I    
   517.4662  Fe I    
   517.4850  Cr II   
   517.4877  Cr I    
   517.5040  Cr I    
   517.5060  Ca I    
   517.5107  Ti II   
   517.5268  Pr II   
   517.5392  Fe II   
   517.5416  Sm I    
   517.5432  V I     
   517.5713  Fe I    
   517.5765  Ni I    
   517.5798  Ti I    
   517.5844  Pr II   
   517.5962  Rh I    
   517.6024  Co I    
   517.6075  Co I    
   517.6203  Cr II   
   517.6288  Gd II   
   517.6313  Ti II   
   517.6340  Co I    
   517.6479  V I     
   517.6509  V I     
   517.6559  Ni I    
   517.6607  Fe I    
   517.6766  V I     
   517.6781  Nd II   
   517.6961  Th I    
   517.7027  Fe II   
   517.7089  Mo I    
   517.7139  Mn I    
   517.7187  C I     
   517.7234  Fe I    
   517.7249  Rh I    
   517.7270  Sc II   
   517.7308  La I    
   517.7313  Ti I    
   517.7364  Co I    
   517.7367  Pr I    
   517.7377  Co I    
   517.7418  Cr I    
   517.7486  Ti I    
   517.7597  Co I    
   517.7648  Mn II   
   517.7728  Ce I    
   517.7809  Cr I    
   517.7954  Ir I    
   517.7967  Mn I    
   517.7994  Sm II   
   517.8016  Cr I    
   517.8037  V II    
   517.8043  Ti I    
   517.8048  Cr I    
   517.8097  Gd II   
   517.8262  V I     
   517.8448  Co I    
   517.8474  Mn II   
   517.8509  V I     
   517.8647  Ti I    
   517.8663  Ca I    
   517.8676  Ce I    
   517.8692  V I     
   517.8707  Fe II   
   517.8743  Nd I    
   517.8761  Co II   
   517.8786  Sc II   
   517.8786  Sc II   
   517.8793  Fe I    
   517.8796  Mo I    
   517.8827  Fe I    
   517.8841  Gd II   
   517.8858  Mn II   
   517.8869  Mn I    
   517.8901  Re I    
   517.8959  Fe II   
   517.9014  Zr I    
   517.9059  V I     
   517.9094  La I    
   517.9119  Ni I    
   517.9256  Fe II   
   517.9399  Mo I    
   517.9491  Er II   
   517.9650  V II    
   517.9676  Co I    
   517.9776  Nd II   
   517.9794  V I     
   517.9829  V I     
   517.9917  Gd II   
   517.9965  Mo I    
   518.0025  Cr I    
   518.0054  Fe II   
   518.0056  Fe I    
   518.0130  Sc II   
   518.0176  Co I    
   518.0207  Mo I    
   518.0299  Nb I    
   518.0304  Mn I    
   518.0417  Fe I    
   518.0449  Ti I    
   518.0453  Ti I    
   518.0503  Cr I    
   518.0529  Fe II   
   518.0551  Ti I    
   518.0704  V I     
   518.0761  Co I    
   518.0849  V I     
   518.0884  Ce I    
   518.0914  Co I    
   518.0927  Ta I    
   518.0933  V I     
   518.0952  Fe I    
   518.1051  Cr II   
   518.1160  Ni I    
   518.1169  Nd II   
   518.1195  Mo I    
   518.1263  Cr II   
   518.1400  Ti II   
   518.1454  Cr II   
   518.1505  V II    
   518.1523  Cr I    
   518.1685  Cr II   
   518.1746  Re I    
   518.1747  Ce I    
   518.1870  Hf I    
   518.1927  Ce I    
   518.1959  Cr I    
   518.1977  Fe II   
   518.1981  Zn I    
   518.2001  V II    
   518.2034  Ho I    
   518.2120  Sc I    
   518.2380  Cr II   
   518.2474  Cr I    
   518.2527  Th II   
   518.2566  Ti I    
   518.2576  Mn II   
   518.2577  Ti I    
   518.2587  Nd II   
   518.2655  Fe I    
   518.2678  Tm I    
   518.2741  Ni I    
   518.2797  V I     
   518.2848  Sc I    
   518.2953  Fe I    
   518.3049  Co I    
   518.3090  Cr I    
   518.3198  Ce I    
   518.3203  Ce I    
   518.3224  Sc I    
   518.3224  Sc I    
   518.3404  Cr I    
   518.3409  La II   
   518.3436  Cr II   
   518.3454  Fe I    
   518.3466  Co I    
   518.3598  V II    
   518.3604  Mg I    
   518.3696  Fe I    
   518.3708  Zr I    
   518.3710  Ti II   
   518.3826  Ti I    
   518.3845  Pr II   
   518.3848  Cr I    
   518.3907  La I    
   518.3963  W I     
   518.3990  Th II   
   518.4149  Sc I    
   518.4162  Yb II   
   518.4172  Fe I    
   518.4192  Sc II   
   518.4192  Sc II   
   518.4194  Rh I    
   518.4258  Fe I    
   518.4265  Fe I    
   518.4296  Mn I    
   518.4388  Fe II   
   518.4546  Si I    
   518.4555  Cr I    
   518.4557  Ni I    
   518.4570  U II    
   518.4643  Nb I    
   518.4732  Cr I    
   518.4831  Co I    
   518.4966  Ti I    
   518.5025  Rh I    
   518.5028  Cr I    
   518.5058  Ba II   
   518.5244  Tm I    
   518.5294  Dy I    
   518.5480  V I     
   518.5488  Co I    
   518.5563  Co I    
   518.5913  Ti II   
   518.5923  Mn I    
   518.6028  V I     
   518.6090  Co I    
   518.6125  Cr II   
   518.6136  Sc I    
   518.6222  Co II   
   518.6322  Ti I    
   518.6532  Mn II   
   518.6553  Ni I    
   518.6615  Ti II   
   518.6674  V II    
   518.6748  Fe I    
   518.6807  Ti I    
   518.6822  Hf I    
   518.6873  Fe II   
   518.6907  Gd II   
   518.7039  Nd I    
   518.7048  Zr I    
   518.7089  Sm I    
   518.7168  Ni I    
   518.7223  Gd II   
   518.7272  Fe II   
   518.7452  Co I    
   518.7458  Ce II   
   518.7579  Ti I    
   518.7600  V I     
   518.7673  V I     
   518.7735  Hf II   
   518.7819  Ni I    
   518.7881  Gd I    
   518.7914  Fe I    
   518.8041  Cr II   
   518.8144  Cr I    
   518.8206  La II   
   518.8217  Pr II   
   518.8270  Co I    
   518.8365  Fe I    
   518.8438  Ti I    
   518.8467  Dy II   
   518.8652  Ti I    
   518.8680  Ti II   
   518.8777  Cr I    
   518.8844  Ca I    
   518.8855  V I     
   518.8899  Er II   
   518.8919  Cr II   
   518.8936  Ta I    
   518.9097  Ti II   
   518.9108  Ti I    
   518.9175  Ti II   
   518.9186  Nb I    
   518.9259  Cr I    
   518.9263  Ce I    
   518.9310  V I     
   518.9621  Ti I    
   518.9641  V I     
   518.9644  Cr I    
   518.9677  Th II   
   518.9761  Ti I    
   518.9792  Mn I    
   518.9885  P I     
   518.9965  V I     
   519.0113  V II    
   519.0161  Fe II   
   519.0296  Mn I    
   519.0439  Mn I    
   519.0657  Sc II   
   519.0681  V I     
   519.0765  Mn I    
   519.0872  Th II   
   519.1080  Gd II   
   519.1206  Ni I    
   519.1215  Cr I    
   519.1223  V I     
   519.1320  Pr II   
   519.1398  Fe I    
   519.1428  Cr II   
   519.1440  Nd II   
   519.1454  Mo I    
   519.1455  Fe I    
   519.1587  Fe II   
   519.1592  Zr II   
   519.1625  V II    
   519.1633  Ce II   
   519.1668  Sc II   
   519.1714  Ce I    
   519.1722  Sc II   
   519.1801  Ti I    
   519.1881  Cr I    
   519.1901  Ti I    
   519.1989  V I     
   519.2002  Cr I    
   519.2080  Fe I    
   519.2302  Sc I    
   519.2315  Co I    
   519.2324  Ti I    
   519.2343  Fe I    
   519.2393  Co I    
   519.2399  Co II   
   519.2401  Mn I    
   519.2442  Fe II   
   519.2490  Ni I    
   519.2614  Nd II   
   519.2706  W I     
   519.2787  Ti I    
   519.2871  Dy II   
   519.2914  Co II   
   519.2933  Fe II   
   519.2941  Co I    
   519.2965  V I     
   519.2969  Ti I    
   519.3068  Nb I    
   519.3130  Rh I    
   519.3294  Cr I    
   519.3300  V I     
   519.3302  Cr II   
   519.3318  Cr I    
   519.3394  V II    
   519.3405  Co I    
   519.3432  V II    
   519.3480  Cr I    
   519.3529  Os I    
   519.3578  V I     
   519.3642  V I     
   519.3698  Mo I    
   519.3699  Cr I    
   519.3774  Sc I    
   519.3815  Ti I    
   519.3826  Th II   
   519.3845  Mn II   
   519.3891  Ta I    
   519.3909  Fe III  
   519.3961  Ti I    
   519.4034  Ti I    
   519.4055  Co I    
   519.4087  Mn I    
   519.4087  Mn I    
   519.4122  Ni I    
   519.4152  Ti II   
   519.4160  Fe III  
   519.4228  Cr II   
   519.4355  Cr I    
   519.4398  Pr I    
   519.4487  V I     
   519.4595  Cr I    
   519.4724  Sm I    
   519.4743  Ca I    
   519.4765  V I     
   519.4766  Ce I    
   519.4873  V I     
   519.4941  Fe I    
   519.5016  Ru I    
   519.5124  Pr II   
   519.5313  Pr II   
   519.5345  V I     
   519.5407  Mn I    
   519.5468  Fe I    
   519.5621  W I     
   519.5672  Sc I    
   519.5742  V I     
   519.5758  Cr III  
   519.5767  Sc I    
   519.5814  Th I    
   519.5834  Nb I    
   519.5869  Mn II   
   519.5942  Co I    
   519.6037  Mo I    
   519.6077  Fe I    
   519.6088  Yb I    
   519.6152  As I    
   519.6174  V II    
   519.6231  Fe I    
   519.6315  Cr I    
   519.6341  Ti I    
   519.6377  Cr II   
   519.6422  Y II    
   519.6444  Sc I    
   519.6463  Cr I    
   519.6482  Cr I    
   519.6496  Cr I    
   519.6513  Ca I    
   519.6590  Cr I    
   519.6593  Mn I    
   519.6604  Lu I    
   519.6663  V I     
   519.6682  V I     
   519.6737  Ca I    
   519.7039  Cr I    
   519.7055  Cr II   
   519.7098  Cr I    
   519.7100  Fe I    
   519.7101  Sc II   
   519.7155  Sc II   
   519.7157  Ni I    
   519.7200  Ca I    
   519.7206  Cr I    
   519.7217  Mn I    
   519.7256  Ca I    
   519.7480  Fe II   
   519.7502  Ti I    
   519.7577  Fe II   
   519.7586  Ca I    
   519.7666  Dy II   
   519.7673  Ti I    
   519.7773  Gd I    
   519.7790  V I     
   519.7929  Fe I    
   519.7971  Cr I    
   519.8053  Nd I    
   519.8125  Co I    
   519.8131  V I     
   519.8153  Ti I    
   519.8280  Ti I    
   519.8398  Cr I    
   519.8509  Ni II   
   519.8531  Cr II   
   519.8550  Mo I    
   519.8555  Ti I    
   519.8711  Fe I    
   519.8800  Th I    
   519.8865  Fe I    
   519.8952  Mn I    
   519.8960  Sc II   
   519.8960  Sc II   
   519.9044  Ti I    
   519.9164  Th I    
   519.9204  Gd II   
   519.9220  V I     
   519.9315  Cr II   
   519.9398  Cr II   
   519.9474  Mn I    
   519.9531  Fe I    
   519.9655  V II    
   519.9695  Fe I    
   519.9715  Co I    
   519.9722  Nd I    
   519.9728  Cr II   
   519.9877  Ru I    
   520.0004  Mn II   
   520.0022  Mo I    
   520.0066  V I     
   520.0083  V II    
   520.0109  Ce I    
   520.0121  Nd II   
   520.0123  Mn I    
   520.0153  Mo I    
   520.0175  Sc I    
   520.0183  Mn II   
   520.0207  Cr I    
   520.0250  Sc II   
   520.0350  V I     
   520.0365  Ni I    
   520.0406  Y II    
   520.0408  Ce I    
   520.0461  Ce I    
   520.0541  Gd II   
   520.0578  Sm I    
   520.0732  C I     
   520.0738  Mo I    
   520.0840  V I     
   520.0897  Cu I    
   520.0954  Eu I    
   520.1119  Ti I    
   520.1143  Zr I    
   520.1276  Mn I    
   520.1368  Ce I    
   520.1387  V I     
   520.1437  Pb I    
   520.1444  Sm I    
   520.1468  Cr II   
   520.1601  V I     
   520.2020  V I     
   520.2101  Cr II   
   520.2123  Ru I    
   520.2242  Sc I    
   520.2251  Fe I    
   520.2280  Mn II   
   520.2335  Fe I    
   520.2459  Ce I    
   520.2502  V I     
   520.2567  Cr II   
   520.2588  Ce I    
   520.2637  Os I    
   520.2656  Cr I    
   520.2702  Sm II   
   520.2730  Fe I    
   520.2743  Cr II   
   520.2927  V II    
   520.3163  Ti I    
   520.3208  Fe I    
   520.3217  Nb I    
   520.3238  Os I    
   520.3238  Co I    
   520.3244  W I     
   520.3258  Mo I    
   520.3270  Ce I    
   520.3282  V I     
   520.3325  Rh I    
   520.3601  V I     
   520.3691  Fe I    
   520.3726  V I     
   520.3788  Ni I    
   520.3793  Ti I    
   520.3818  Sc II   
   520.3933  Mo I    
   520.3943  V I     
   520.3945  Ti I    
   520.3965  Ti I    
   520.3970  V I     
   520.4130  La II   
   520.4265  Ce I    
   520.4287  V II    
   520.4313  U II    
   520.4373  Nd I    
   520.4503  W I     
   520.4506  Cr I    
   520.4512  Tm II   
   520.4552  Mo I    
   520.4579  Mn II   
   520.4582  Fe I    
   520.4593  V I     
   520.4621  Ti I    
   520.4690  Cr I    
   520.4713  Fe I    
   520.4717  Ce I    
   520.4947  Fe I    
   520.5008  Y I     
   520.5035  V I     
   520.5047  Fe II   
   520.5127  Nb I    
   520.5134  Ce I    
   520.5204  Mo I    
   520.5271  Ti I    
   520.5276  Cr II   
   520.5309  Fe I    
   520.5366  Fe I    
   520.5498  Ce II   
   520.5663  Dy I    
   520.5701  Sc II   
   520.5724  Y II    
   520.5747  Mn I    
   520.5779  Th II   
