w ab bp
6091.63 0.114 10.17
6101.8 0.117 10.18
6111.98 0.119 10.21
6122.19 0.121 10.21
6132.4 0.123 10.24
6142.64 0.125 10.25
6152.89 0.126 10.27
6163.16 0.128 10.29
6173.45 0.13 10.31
6183.76 0.132 10.32
6194.08 0.134 10.34
6204.42 0.136 10.35
6214.77 0.139 10.38
6225.15 0.141 10.39
6235.54 0.142 10.41
6245.95 0.144 10.42
6256.37 0.145 10.45
6266.82 0.146 10.46
6277.28 0.148 10.47
6287.75 0.15 10.5
6298.25 0.153 10.51
6308.76 0.155 10.53
6319.29 0.158 10.55
6329.84 0.16 10.57
6340.41 0.161 10.58
6350.99 0.163 10.6
6361.59 0.164 10.62
6372.21 0.166 10.64
6382.85 0.168 10.65
6393.5 0.17 10.67
6404.17 0.172 10.7
6414.87 0.174 10.7
6425.57 0.176 10.73
6436.3 0.179 10.74
6447.04 0.183 10.76
6457.8 0.186 10.78
6468.58 0.19 10.8
6479.38 0.195 10.82
6490.2 0.204 10.83
6501.03 0.214 10.85
6511.88 0.223 10.87
6522.75 0.232 10.89
6533.64 0.267 10.9
6544.54 0.31 10.93
6555.47 0.355 10.94
6566.41 0.402 10.96
6577.37 0.429 10.98
6588.35 0.378 11.0
6599.35 0.328 11.01
6610.36 0.281 11.04
6621.4 0.236 11.05
6632.45 0.222 11.07
6643.52 0.222 11.09
6654.61 0.221 11.11
6665.72 0.221 11.13
6676.85 0.221 11.14
6687.99 0.223 11.16
6699.15 0.224 11.19
6710.34 0.226 11.2
6721.54 0.227 11.22
6732.76 0.229 11.24
6744.0 0.231 11.25
6755.25 0.233 11.28
6766.53 0.235 11.29
6777.82 0.237 11.32
6789.14 0.239 11.33
6800.47 0.241 11.35
6811.82 0.243 11.37
6823.19 0.245 11.39
6834.58 0.247 11.41
6845.99 0.248 11.43
6857.42 0.25 11.44
6868.86 0.252 11.47
6880.33 0.254 11.48
6891.81 0.256 11.51
6903.32 0.258 11.52
6914.84 0.26 11.54
6926.38 0.262 11.56
6937.94 0.264 11.58
6949.52 0.266 11.6
6961.12 0.268 11.63
6972.75 0.27 11.63
6984.38 0.272 11.66
6996.04 0.274 11.68
7007.72 0.276 11.7
7019.42 0.279 11.71
7031.13 0.281 11.74
7042.87 0.282 11.76
7054.63 0.284 11.77
7066.4 0.286 11.8
7078.2 0.288 11.81
7090.01 0.291 11.84
7101.85 0.293 11.85
7113.7 0.296 11.88
7125.58 0.298 11.89
7137.47 0.301 11.91
7149.38 0.303 11.94
7161.32 0.305 11.95
7173.27 0.307 11.98
7185.25 0.309 11.99
7197.24 0.311 12.01
7209.25 0.313 12.04
7221.29 0.315 12.05
7233.34 0.316 12.08
7245.42 0.318 12.09
7257.51 0.32 12.11
7269.62 0.322 12.14
7281.76 0.324 12.15
7293.91 0.326 12.18
7306.09 0.327 12.19
7318.28 0.329 12.22
7330.5 0.331 12.23
7342.73 0.333 12.26
7354.99 0.335 12.28
7367.27 0.338 12.3
7379.57 0.34 12.31
7391.88 0.343 12.34
7404.22 0.346 12.36
7416.58 0.348 12.38
7428.96 0.351 12.4
7441.36 0.354 12.42
7453.78 0.356 12.45
7466.23 0.357 12.46
7478.69 0.359 12.48
7491.17 0.36 12.51
7503.68 0.362 12.52
7516.2 0.363 12.55
7528.75 0.365 12.56
7541.31 0.366 12.59
7553.9 0.368 12.61
7566.51 0.37 12.63
7579.14 0.372 12.65
7591.79 0.374 12.67
7604.46 0.376 12.7
7617.16 0.379 12.71
7629.87 0.381 12.74
7642.61 0.383 12.76
7655.37 0.385 12.78
7668.15 0.388 12.79
7680.94 0.391 12.83
7693.77 0.393 12.84
7706.61 0.396 12.86
7719.47 0.399 12.89
7732.36 0.401 12.9
7745.26 0.404 12.93
7758.19 0.406 12.95
7771.14 0.408 12.98
7784.12 0.409 12.99
7797.11 0.411 13.01
7810.12 0.413 13.04
7823.16 0.414 13.06
7836.22 0.416 13.08
7849.3 0.418 13.1
7862.4 0.42 13.12
7875.52 0.422 13.15
7888.67 0.424 13.17
7901.84 0.426 13.19
7915.03 0.428 13.21
7928.24 0.43 13.23
7941.47 0.432 13.26
7954.73 0.434 13.28
7968.01 0.436 13.3
7981.31 0.438 13.32
7994.63 0.44 13.35
8007.98 0.442 13.36
8021.34 0.444 13.39
8034.73 0.446 13.41
8048.14 0.448 13.44
8061.58 0.45 13.45
8075.03 0.452 13.48
8088.51 0.454 13.51
8102.02 0.457 13.52
8115.54 0.459 13.54
8129.08 0.461 13.57
8142.65 0.463 13.6
8156.25 0.465 13.61
8169.86 0.465 13.64
8183.5 0.465 13.66
8197.16 0.466 13.68
8210.84 0.466 13.71
8224.55 0.466 13.72
8238.27 0.466 13.76
8252.03 0.466 13.77
8265.8 0.468 13.8
8279.6 0.47 13.82
8293.42 0.472 13.84
8307.26 0.474 13.87
8321.13 0.476 13.89
8335.02 0.477 13.91
8348.93 0.479 13.94
8362.87 0.482 13.96
8376.83 0.484 13.98
8390.81 0.487 14.01
8404.82 0.489 14.02
8418.84 0.491 14.06
8432.9 0.494 14.07
8446.97 0.496 14.1
8461.07 0.5 14.13
8475.2 0.504 14.14
8489.34 0.508 14.17
8503.51 0.512 14.2
8517.71 0.516 14.22
8531.93 0.52 14.24
8546.17 0.524 14.26
8560.43 0.527 14.29
8574.72 0.529 14.32
8589.04 0.531 14.33
8603.37 0.533 14.36
8617.73 0.535 14.39
8632.12 0.537 14.41
8646.53 0.538 14.43
8660.96 0.535 14.46
8675.42 0.53 14.48
8689.9 0.525 14.5
8704.4 0.52 14.53
8718.93 0.516 14.56
8733.49 0.511 14.57
8748.06 0.506 14.61
8762.67 0.508 14.62
8777.29 0.512 14.66
8791.95 0.516 14.67
8806.62 0.52 14.7
8821.32 0.524 14.72
8836.04 0.528 14.75
8850.79 0.531 14.78
8865.57 0.515 14.8
8880.37 0.5 14.82
8895.19 0.485 14.85
8910.04 0.47 14.87
8924.91 0.455 14.9
8939.81 0.44 14.92
8954.73 0.435 14.95
8969.68 0.452 14.97
8984.65 0.469 15.0
8999.65 0.486 15.02
9014.67 0.503 15.05
9029.72 0.521 15.07
9044.79 0.539 15.1
9059.89 0.534 15.12
9075.01 0.517 15.15
9090.16 0.5 15.17
9105.33 0.484 15.2
9120.53 0.468 15.22
9135.75 0.452 15.25
9151.0 0.438 15.28
9166.28 0.46 15.3
9181.58 0.483 15.33
9196.91 0.506 15.35
9212.26 0.529 15.37
9227.63 0.553 15.41
9243.04 0.578 15.43
9258.47 0.577 15.45
9273.92 0.555 15.48
9289.4 0.534 15.51
9304.91 0.513 15.53
9320.44 0.492 15.56
9336.0 0.472 15.58
9351.58 0.454 15.61
9367.19 0.458 15.64
9382.83 0.462 15.66
9398.49 0.465 15.69
9414.18 0.469 15.71
9429.89 0.472 15.74
9445.63 0.476 15.77
9461.4 0.494 15.79
9477.19 0.518 15.82
9493.01 0.543 15.85
9508.86 0.569 15.87
9524.73 0.595 15.9
9540.63 0.621 15.92
9556.55 0.629 15.95
9572.5 0.608 15.98
9588.48 0.587 16.01
9604.49 0.567 16.03
9620.52 0.547 16.06
9636.58 0.527 16.08
9652.66 0.511 16.12
9668.78 0.511 16.14
9684.92 0.511 16.16
9701.08 0.511 16.19
9717.27 0.512 16.22
9733.49 0.512 16.25
9749.74 0.512 16.28
9766.02 0.515 16.3
9782.32 0.518 16.33
9798.65 0.521 16.35
9815.0 0.524 16.39
9831.39 0.527 16.41
9847.8 0.53 16.43
9864.23 0.534 16.47
9880.7 0.538 16.49
9897.19 0.541 16.52
9913.71 0.545 16.55
9930.26 0.548 16.58
9946.84 0.552 16.6
9963.44 0.573 16.63
9980.07 0.598 16.66
9996.73 0.624 16.69
10013.42 0.651 16.71
10030.13 0.679 16.74
10046.87 0.707 16.77
10063.64 0.694 16.8
10080.44 0.673 16.83
10097.27 0.652 16.85
10114.12 0.631 16.89
10131.01 0.611 16.91
10147.92 0.59 16.94
10164.86 0.588 16.96
10181.82 0.589 17.0
10198.82 0.589 17.02
10215.84 0.589 17.06
10232.9 0.59 17.08
10249.98 0.59 17.11
10267.09 0.593 17.13
10284.22 0.595 17.17
10301.39 0.598 17.2
10318.59 0.601 17.22
10335.81 0.603 17.25
10353.06 0.606 17.28
10370.34 0.609 17.31
10387.65 0.612 17.34
10404.99 0.615 17.37
10422.36 0.618 17.4
10439.76 0.621 17.42
10457.18 0.624 17.46
10474.64 0.627 17.48
10492.12 0.63 17.52
10509.64 0.633 17.54
10527.18 0.636 17.57
10544.75 0.639 17.6
10562.35 0.642 17.64
10579.99 0.646 17.66
10597.65 0.649 17.68
10615.33 0.653 17.72
10633.05 0.656 17.75
10650.8 0.66 17.78
10668.58 0.662 17.81
10686.39 0.664 17.84
10704.23 0.666 17.86
10722.09 0.668 17.9
10739.99 0.671 17.93
10757.92 0.674 17.96
10775.88 0.678 17.98
10793.86 0.683 18.02
10811.88 0.687 18.05
10829.93 0.691 18.08
10848.01 0.696 18.1
10866.11 0.718 18.14
10884.25 0.743 18.17
10902.42 0.769 18.2
10920.62 0.795 18.23
10938.85 0.823 18.26
10957.11 0.83 18.29
10975.4 0.807 18.32
10993.72 0.784 18.35
11012.07 0.762 18.38
11030.45 0.74 18.41
11048.86 0.718 18.44
11067.3 0.718 18.48
11085.78 0.72 18.5
11104.28 0.721 18.54
11122.82 0.723 18.56
11141.38 0.724 18.6
11159.98 0.726 18.63
11178.61 0.729 18.66
11197.27 0.732 18.69
11215.96 0.735 18.72
11234.68 0.739 18.75
11253.43 0.742 18.79
11272.22 0.745 18.81
11291.03 0.749 18.85
11309.88 0.753 18.88
11328.76 0.757 18.91
11347.67 0.76 18.94
11366.61 0.762 18.97
11385.58 0.764 19.01
11404.59 0.765 19.04
11423.63 0.767 19.07
11442.7 0.769 19.1
11461.8 0.771 19.13
11480.93 0.773 19.16
11500.09 0.775 19.2
11519.29 0.777 19.23
11538.52 0.78 19.26
11557.78 0.783 19.29
11577.07 0.787 19.32
11596.39 0.791 19.36
11615.75 0.796 19.39
11635.14 0.8 19.42
11654.56 0.804 19.45
11674.01 0.806 19.49
11693.5 0.809 19.52
11713.02 0.811 19.55
11732.57 0.814 19.59
11752.16 0.816 19.61
11771.77 0.818 19.65
11791.42 0.821 19.68
11811.1 0.824 19.72
11830.82 0.826 19.75
11850.57 0.829 19.78
11870.35 0.831 19.81
11890.16 0.833 19.85
11910.01 0.835 19.88
11929.89 0.837 19.91
11949.8 0.839 19.95
11969.75 0.842 19.98
11989.73 0.844 20.01
12009.74 0.847 20.01
